accession,filed_date,acceptance_datetime,subject_cik,subject_name,ticker_raw,symbol,map_method,S,elig_ok,taint_ok,entry_dt,split,hold_label
0001140361-18-039779,2018-10-02,,1746129,Bank7 Corp.  (BSVN)  (CIK 0001746129),BSVN,BSVN,ticker,693,True,True,2018-10-03,TRAIN,report_only
0001144204-18-052211,2018-10-03,,1437958,COASTAL FINANCIAL CORP  (CCB)  (CIK 0001437958),CCB,CCB,ticker,694,True,True,2018-10-04,TRAIN,report_only
0001193125-18-295955,2018-10-09,,1382101,SUTRO BIOPHARMA INC  (STRO)  (CIK 0001382101),STRO,STRO,ticker,698,True,True,2018-10-10,TRAIN,report_only
0001144204-18-053658,2018-10-12,,1479419,"Kala Pharmaceuticals, Inc.  (KALA)  (CIK 0001479419)",KALA,KALA,ticker,701,True,True,2018-10-15,TRAIN,report_only
0001078782-18-001177,2018-10-16,,1533615,"Global Medical REIT Inc.  (GMRE, GMRE-PA)  (CIK 0001533615)",,XRN,cik,703,True,True,2018-10-17,TRAIN,report_only
0001174947-18-001244,2018-10-19,,55135,"KELLY SERVICES INC  (KELYA, KELYB)  (CIK 0000055135)",,KELYA,cik,706,True,True,2018-10-22,TRAIN,report_only
0001193125-18-303199,2018-10-19,,1094038,"Marker Therapeutics, Inc.  (MRKR)  (CIK 0001094038)",MRKR,MRKR,ticker,706,True,True,2018-10-22,TRAIN,report_only
0001193125-18-304314,2018-10-22,,1396814,"Pacira Pharmaceuticals, Inc.  (PCRX)  (CIK 0001396814)",PCRX,PCRX,ticker,707,True,True,2018-10-23,TRAIN,report_only
0000903423-18-000570,2018-10-25,,1737287,"Allogene Therapeutics, Inc.  (ALLO)  (CIK 0001737287)",ALLO,ALLO,ticker,710,True,True,2018-10-26,TRAIN,report_only
0001193125-18-307795,2018-10-25,,1532286,"Nine Energy Service, Inc.  (NINE)  (CIK 0001532286)",NINE,NINE,ticker,710,True,True,2018-10-26,TRAIN,report_only
0001193125-18-309264,2018-10-26,,277948,CSX CORP  (CSX)  (CIK 0000277948),CSX,CSX,ticker,711,True,True,2018-10-29,TRAIN,report_only
0001062993-18-004234,2018-10-26,,1117057,Planet Green Holdings Corp.  (PLAG)  (CIK 0001117057),PLAG,PLAG,ticker,711,True,True,2018-10-29,TRAIN,report_only
0001193125-18-309108,2018-10-26,,1682745,VERRA MOBILITY Corp  (VRRM)  (CIK 0001682745),VRRM,VRRM,ticker,711,True,True,2018-10-29,TRAIN,report_only
0001387131-18-005720,2018-10-29,,39311,INDEPENDENT BANK CORP /MI/  (IBCP)  (CIK 0000039311),IBCP,IBCP,ticker,712,True,True,2018-10-30,TRAIN,report_only
0000921895-18-002895,2018-11-01,,1044777,OneSpan Inc.  (OSPN)  (CIK 0001044777),OSPN,OSPN,ticker,715,True,True,2018-11-02,TRAIN,report_only
0001011438-18-000201,2018-11-09,,807882,JACK IN THE BOX INC /NEW/  (JACK)  (CIK 0000807882),JACK,JACK,ticker,721,True,True,2018-11-12,TRAIN,report_only
0001418812-18-000096,2018-11-13,,1739445,"Arcosa, Inc.  (ACA)  (CIK 0001739445)",ACA,ACA,ticker,723,True,True,2018-11-14,TRAIN,report_only
0000891836-18-000046,2018-11-13,,60086,LOEWS CORP  (L)  (CIK 0000060086),L,L,ticker,723,True,True,2018-11-14,TRAIN,report_only
0001193125-18-324027,2018-11-13,,1692787,Kayne Anderson Acquisition Corp  (KNTK)  (CIK 0001692787),KNTK,KNTK,ticker,723,True,True,2018-11-14,TRAIN,report_only
0001104659-18-068966,2018-11-16,,1299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.  (PACB)  (CIK 0001299130)",PACB,PACB,ticker,726,True,True,2018-11-19,TRAIN,report_only
0000921895-18-003121,2018-11-20,,1120914,PDF SOLUTIONS INC  (PDFS)  (CIK 0001120914),PDFS,PDFS,ticker,728,True,True,2018-11-21,TRAIN,report_only
0000921895-18-003147,2018-11-26,,98222,"TIDEWATER INC  (TDW, TDDWW, TDGMW, TDW-WT)  (CIK 0000098222)",,TDW,cik,731,True,True,2018-11-27,TRAIN,report_only
0000921895-18-003151,2018-11-26,,1669811,"Donnelley Financial Solutions, Inc.  (DFIN)  (CIK 0001669811)",DFIN,DFIN,ticker,731,True,True,2018-11-27,TRAIN,report_only
0001193805-18-001406,2018-12-10,,874499,GULFPORT ENERGY CORP  (GPOR)  (CIK 0000874499),GPOR,GPOR,ticker,740,True,True,2018-12-11,TRAIN,report_only
0001193125-18-345638,2018-12-10,,1615165,"Veritone, Inc.  (VERI)  (CIK 0001615165)",VERI,VERI,ticker,740,True,True,2018-12-11,TRAIN,report_only
0001418812-18-000114,2018-12-14,,1512499,"LINDBLAD EXPEDITIONS HOLDINGS, INC.  (LIND)  (CIK 0001512499)",LIND,LIND,ticker,744,True,True,2018-12-17,TRAIN,report_only
0001144204-18-065268,2018-12-19,,1677703,CONDUENT Inc  (CNDT)  (CIK 0001677703),CNDT,CNDT,ticker,747,True,True,2018-12-20,TRAIN,report_only
0001140361-18-045756,2018-12-26,,1729173,Uxin Ltd  (UXIN)  (CIK 0001729173),UXIN,UXIN,ticker,751,True,True,2018-12-27,TRAIN,report_only
0001058854-18-000067,2018-12-27,,1384195,"RING ENERGY, INC.  (REI)  (CIK 0001384195)",REI,REI,ticker,752,True,True,2018-12-28,TRAIN,report_only
0001193125-18-360997,2018-12-28,,1043000,CAPITAL SENIOR LIVING CORP  (SNDA)  (CIK 0001043000),SNDA,SNDA,ticker,753,True,True,2018-12-31,TRAIN,report_only
0001104659-18-075334,2018-12-31,,1657788,"Kimbell Royalty Partners, LP  (KRP)  (CIK 0001657788)",KRP,KRP,ticker,754,True,True,2019-01-02,TRAIN,report_only
0001144204-18-066709,2018-12-31,,1463972,Vuzix Corp  (VUZI)  (CIK 0001463972),VUZI,VUZI,ticker,754,True,True,2019-01-02,TRAIN,report_only
0000921895-19-000018,2019-01-04,,863436,BENCHMARK ELECTRONICS INC  (BHE)  (CIK 0000863436),BHE,BHE,ticker,757,True,True,2019-01-07,TRAIN,report_only
0001193125-19-003807,2019-01-07,,1680247,ProPetro Holding Corp.  (PUMP)  (CIK 0001680247),PUMP,PUMP,ticker,758,True,True,2019-01-08,TRAIN,report_only
0000921895-19-000116,2019-01-18,,918541,NN INC  (NNBR)  (CIK 0000918541),NNBR,NNBR,ticker,767,True,True,2019-01-22,TRAIN,report_only
0001193125-19-012904,2019-01-18,,1177648,ENANTA PHARMACEUTICALS INC  (ENTA)  (CIK 0001177648),ENTA,ENTA,ticker,767,True,True,2019-01-22,TRAIN,report_only
0001193125-19-017226,2019-01-25,,1681087,"AVROBIO, Inc.  (TECX)  (CIK 0001681087)",TECX,TECX,ticker,771,True,True,2019-01-28,TRAIN,report_only
0001587987-19-000002,2019-01-28,,1587987,"Newtek Business Services Corp.  (NEWT, NEWTG, NEWTI, NEWTZ)  (CIK 0001587987)",,NEWT,cik,772,True,True,2019-01-29,TRAIN,report_only
0001144204-19-003893,2019-01-31,,1481513,"JinkoSolar Holding Co., Ltd.  (JKS)  (CIK 0001481513)",JKS,JKS,ticker,775,True,True,2019-02-01,TRAIN,report_only
0001193125-19-027058,2019-02-04,,1522727,"USA Compression Partners, LP  (USAC)  (CIK 0001522727)",USAC,USAC,ticker,777,True,True,2019-02-05,TRAIN,report_only
0000040417-19-000005,2019-02-05,,40417,"GENERAL AMERICAN INVESTORS CO INC  (GAM, GAM-PB)  (CIK 0000040417)",,GAM,cik,778,True,True,2019-02-06,TRAIN,report_only
0000921895-19-000277,2019-02-08,,312069,"BARCLAYS PLC  (BCS, BCLYF)  (CIK 0000312069)",,BCS,cik,781,True,True,2019-02-11,TRAIN,report_only
0001193125-19-034060,2019-02-11,,1447669,TWILIO INC  (TWLO)  (CIK 0001447669),TWLO,TWLO,ticker,782,True,True,2019-02-12,TRAIN,report_only
0001104659-19-008823,2019-02-14,,1066194,EGAIN Corp  (EGAN)  (CIK 0001066194),EGAN,EGAN,ticker,785,True,True,2019-02-15,TRAIN,report_only
0000921895-19-000487,2019-02-14,,901491,PAPA JOHNS INTERNATIONAL INC  (PZZA)  (CIK 0000901491),PZZA,PZZA,ticker,785,True,True,2019-02-15,TRAIN,report_only
0001144204-19-007755,2019-02-14,,1094038,"Marker Therapeutics, Inc.  (MRKR)  (CIK 0001094038)",MRKR,MRKR,ticker,785,True,True,2019-02-15,TRAIN,report_only
0001736768-19-000002,2019-02-14,,1726978,"Goosehead Insurance, Inc.  (GSHD)  (CIK 0001726978)",GSHD,GSHD,ticker,785,True,True,2019-02-15,TRAIN,report_only
0001193125-19-039175,2019-02-14,,1397187,lululemon athletica inc.  (LULU)  (CIK 0001397187),LULU,LULU,ticker,785,True,True,2019-02-15,TRAIN,report_only
0000807985-19-000015,2019-02-19,,18926,"CENTURYLINK, INC  (LUMN)  (CIK 0000018926)",LUMN,LUMN,ticker,787,True,True,2019-02-20,TRAIN,report_only
0001193125-19-043419,2019-02-19,,1571996,Dell Technologies Inc  (DELL)  (CIK 0001571996),DELL,DELL,ticker,787,True,True,2019-02-20,TRAIN,report_only
0000947871-19-000130,2019-02-20,,1653087,"Alector, Inc.  (ALEC)  (CIK 0001653087)",ALEC,ALEC,ticker,788,True,True,2019-02-21,TRAIN,report_only
0001213900-19-003095,2019-02-25,,1724542,CLPS Inc  (CLPS)  (CIK 0001724542),CLPS,CLPS,ticker,791,True,True,2019-02-26,TRAIN,report_only
0001104659-19-010200,2019-02-25,,1080014,"Innoviva, Inc.  (INVA)  (CIK 0001080014)",INVA,INVA,ticker,791,True,True,2019-02-26,TRAIN,report_only
0000902664-19-001308,2019-02-27,,14272,"BRISTOL MYERS SQUIBB CO  (BMY, BMYMP, CELG-RI)  (CIK 0000014272)",,BMY,cik,793,True,True,2019-02-28,TRAIN,report_only
0000950103-19-003187,2019-03-07,,943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP  (WAB)  (CIK 0000943452),WAB,WAB,ticker,799,True,True,2019-03-08,TRAIN,report_only
0000902664-19-001463,2019-03-11,,1587523,Knowles Corp  (KN)  (CIK 0001587523),KN,KN,ticker,801,True,True,2019-03-12,TRAIN,report_only
0001104659-19-014879,2019-03-14,,1623925,Antero Midstream Corp  (AM)  (CIK 0001623925),AM,AM,ticker,804,True,True,2019-03-15,TRAIN,report_only
0001564590-19-007831,2019-03-14,,1640266,"Voyager Therapeutics, Inc.  (VYGR)  (CIK 0001640266)",VYGR,VYGR,ticker,804,True,True,2019-03-15,TRAIN,report_only
0001418812-19-000016,2019-03-14,,1739445,"Arcosa, Inc.  (ACA)  (CIK 0001739445)",ACA,ACA,ticker,804,True,True,2019-03-15,TRAIN,report_only
0001193125-19-076855,2019-03-15,,1004980,"PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980)",,PCG,cik,805,True,True,2019-03-18,TRAIN,report_only
0001193125-19-077388,2019-03-18,,1656472,Cronos Group Inc.  (CRON)  (CIK 0001656472),CRON,CRON,ticker,806,True,True,2019-03-19,TRAIN,report_only
0001474506-19-000056,2019-03-20,,844059,"FRP HOLDINGS, INC.  (FRPH)  (CIK 0000844059)",FRPH,FRPH,ticker,808,True,True,2019-03-21,TRAIN,report_only
0001104659-19-016864,2019-03-22,,1504461,"NGL Energy Partners LP  (NGL, NGL-PB, NGL-PC)  (CIK 0001504461)",,NGL,cik,810,True,True,2019-03-25,TRAIN,report_only
0000950157-19-000367,2019-03-22,,1708035,PQ Group Holdings Inc.  (ECVT)  (CIK 0001708035),ECVT,ECVT,ticker,810,True,True,2019-03-25,TRAIN,report_only
0001615774-19-004418,2019-03-22,,1576280,"Guardant Health, Inc.  (GH)  (CIK 0001576280)",GH,GH,ticker,810,True,True,2019-03-25,TRAIN,report_only
0001104659-19-017145,2019-03-25,,1712189,Target Hospitality Corp.  (TH)  (CIK 0001712189),TH,TH,ticker,811,True,True,2019-03-26,TRAIN,report_only
0000921895-19-000887,2019-03-26,,1113809,BUILD A BEAR WORKSHOP INC  (BBW)  (CIK 0001113809),BBW,BBW,ticker,812,True,True,2019-03-27,TRAIN,report_only
0001106191-19-000019,2019-03-27,,1322422,Hudbay Minerals Inc.  (HBM)  (CIK 0001322422),HBM,HBM,ticker,813,True,True,2019-03-28,TRAIN,report_only
0001144204-19-016617,2019-03-28,,1108134,BERKSHIRE HILLS BANCORP INC  (BHLB)  (CIK 0001108134),BHLB,BBT,cik,814,True,True,2019-03-29,TRAIN,report_only
0000914121-19-000695,2019-03-28,,918646,EAGLE MATERIALS INC  (EXP)  (CIK 0000918646),EXP,EXP,ticker,814,True,True,2019-03-29,TRAIN,report_only
0000895345-19-000149,2019-04-08,,1604665,Westlake Chemical Partners LP  (WLKP)  (CIK 0001604665),WLKP,WLKP,ticker,821,True,True,2019-04-09,TRAIN,report_only
0001193125-19-101787,2019-04-09,,1357874,PRECISION BIOSCIENCES INC  (DTIL)  (CIK 0001357874),DTIL,DTIL,ticker,822,True,True,2019-04-10,TRAIN,report_only
0001104659-19-020680,2019-04-10,,1013880,"TTEC Holdings, Inc.  (TTEC)  (CIK 0001013880)",TTEC,TTEC,ticker,823,True,True,2019-04-11,TRAIN,report_only
0001193125-19-104001,2019-04-11,,1517228,"CommScope Holding Company, Inc.  (COMM)  (CIK 0001517228)",COMM,VISN,cik,824,True,True,2019-04-12,TRAIN,report_only
0001104659-19-021381,2019-04-15,,1119639,"PETROBRAS - PETROLEO BRASILEIRO SA  (PBR, PBR-A)  (CIK 0001119639)",,PBR,cik,826,True,True,2019-04-16,TRAIN,report_only
0001193125-19-106589,2019-04-15,,1301787,BlueLinx Holdings Inc.  (BXC)  (CIK 0001301787),BXC,BXC,ticker,826,True,True,2019-04-16,TRAIN,report_only
0001193805-19-000386,2019-04-22,,1280776,"IMMUNIC, INC.  (IMUX)  (CIK 0001280776)",IMUX,IMUX,ticker,830,True,True,2019-04-23,TRAIN,report_only
0001104659-19-023500,2019-04-25,,1356576,SUPERNUS PHARMACEUTICALS INC  (SUPN)  (CIK 0001356576),SUPN,SUPN,ticker,833,True,True,2019-04-26,TRAIN,report_only
0001140361-19-007601,2019-04-25,,1756708,Jumia Technologies AG  (JMIA)  (CIK 0001756708),JMIA,JMIA,ticker,833,True,True,2019-04-26,TRAIN,report_only
0001085146-19-001293,2019-05-01,,17313,"CAPITAL SOUTHWEST CORP  (CSWC, CSWCZ)  (CIK 0000017313)",,CSWC,cik,837,True,True,2019-05-02,TRAIN,report_only
0001144204-19-023032,2019-05-01,,1024305,COTY INC.  (COTY)  (CIK 0001024305),COTY,COTY,ticker,837,True,True,2019-05-02,TRAIN,report_only
0001104659-19-027207,2019-05-06,,1564902,"SeaWorld Entertainment, Inc.  (PRKS)  (CIK 0001564902)",PRKS,PRKS,ticker,840,True,True,2019-05-07,TRAIN,report_only
0001144204-19-024951,2019-05-09,,1171759,RED ROBIN GOURMET BURGERS INC  (RRGB)  (CIK 0001171759),RRGB,RRGB,ticker,843,True,True,2019-05-10,TRAIN,report_only
0001193125-19-147979,2019-05-15,,1533924,"Midstates Petroleum Company, Inc.  (AMPY)  (CIK 0001533924)",AMPY,AMPY,ticker,847,True,True,2019-05-16,TRAIN,report_only
0000899140-19-000402,2019-05-16,,1446847,IRONWOOD PHARMACEUTICALS INC  (IRWD)  (CIK 0001446847),IRWD,IRWD,ticker,848,True,True,2019-05-17,TRAIN,report_only
0001193125-19-150722,2019-05-20,,1563880,"Trevi Therapeutics, Inc.  (TRVI)  (CIK 0001563880)",TRVI,TRVI,ticker,850,True,True,2019-05-21,TRAIN,report_only
0000947871-19-000387,2019-05-21,,1661059,"NextCure, Inc.  (NXTC)  (CIK 0001661059)",NXTC,NXTC,ticker,851,True,True,2019-05-22,TRAIN,report_only
0001144204-19-029287,2019-05-31,,1722482,"Avantor, Inc.  (AVTR)  (CIK 0001722482)",AVTR,AVTR,ticker,858,True,True,2019-06-03,TRAIN,report_only
0001193125-19-164678,2019-06-04,,1058811,IMMERSION CORP  (IMMR)  (CIK 0001058811),IMMR,IMMR,ticker,860,True,True,2019-06-05,TRAIN,report_only
0001410578-19-000348,2019-06-10,,1676725,"IDEAYA Biosciences, Inc.  (IDYA)  (CIK 0001676725)",IDYA,IDYA,ticker,864,True,True,2019-06-11,TRAIN,report_only
0000902664-19-002735,2019-06-13,,837465,CALLAWAY GOLF CO  (MODG)  (CIK 0000837465),MODG,CALY,cik,867,True,True,2019-06-14,TRAIN,report_only
0000902664-19-002744,2019-06-13,,1674862,ASHLAND GLOBAL HOLDINGS INC  (ASH)  (CIK 0001674862),ASH,ASH,ticker,867,True,True,2019-06-14,TRAIN,report_only
0001387131-19-004418,2019-06-13,,1712463,Ranpak Holdings Corp.  (PACK)  (CIK 0001712463),PACK,PACK,ticker,867,True,True,2019-06-14,TRAIN,report_only
0001418812-19-000037,2019-06-14,,1739445,"Arcosa, Inc.  (ACA)  (CIK 0001739445)",ACA,ACA,ticker,868,True,True,2019-06-17,TRAIN,report_only
0001553350-19-000650,2019-06-18,,1083446,"Apollo Medical Holdings, Inc.  (ASTH)  (CIK 0001083446)",ASTH,ASTH,ticker,870,True,True,2019-06-19,TRAIN,report_only
0001078782-19-000552,2019-07-01,,1533615,"Global Medical REIT Inc.  (GMRE, GMRE-PA)  (CIK 0001533615)",,XRN,cik,879,True,True,2019-07-02,TRAIN,report_only
0001193125-19-186323,2019-07-01,,1623526,"Stoke Therapeutics, Inc.  (STOK)  (CIK 0001623526)",STOK,STOK,ticker,879,True,True,2019-07-02,TRAIN,report_only
0001140361-19-012746,2019-07-10,,1743881,"BridgeBio Pharma, Inc.  (BBIO)  (CIK 0001743881)",BBIO,BBIO,ticker,885,True,True,2019-07-11,TRAIN,report_only
0001140361-19-012953,2019-07-15,,1022321,"GENESIS ENERGY LP  (GEL, GELPP)  (CIK 0001022321)",,GEL,cik,888,True,True,2019-07-16,TRAIN,report_only
0001104659-19-040554,2019-07-16,,1631761,Yirendai Ltd.  (YRD)  (CIK 0001631761),YRD,YRD,ticker,889,True,True,2019-07-17,TRAIN,report_only
0000919574-19-004657,2019-07-16,,1469367,Sunrun Inc.  (RUN)  (CIK 0001469367),RUN,RUN,ticker,889,True,True,2019-07-17,TRAIN,report_only
0000921895-19-002032,2019-07-23,,1124105,"CATALYST BIOSCIENCES, INC.  (GYRE)  (CIK 0001124105)",GYRE,GYRE,ticker,894,True,True,2019-07-24,TRAIN,report_only
0000894579-19-000169,2019-07-24,,1579684,New Media Investment Group Inc.  (GCI)  (CIK 0001579684),GCI,TDAY,cik,895,True,True,2019-07-25,TRAIN,report_only
0001104659-19-041873,2019-07-25,,23194,COMSTOCK RESOURCES INC  (CRK)  (CIK 0000023194),CRK,CRK,ticker,896,True,True,2019-07-26,TRAIN,report_only
0001144204-19-036699,2019-07-30,,1681087,"AVROBIO, Inc.  (TECX)  (CIK 0001681087)",TECX,TECX,ticker,899,True,True,2019-07-31,TRAIN,report_only
0001072613-19-000249,2019-07-30,,1759425,"Mirum Pharmaceuticals, Inc.  (MIRM)  (CIK 0001759425)",MIRM,MIRM,ticker,899,True,True,2019-07-31,TRAIN,report_only
0001104659-19-043363,2019-08-01,,1389050,"Archrock, Inc.  (AROC)  (CIK 0001389050)",AROC,AROC,ticker,901,True,True,2019-08-02,TRAIN,report_only
0001193125-19-213079,2019-08-05,,1517413,"Fastly, Inc.  (FSLY)  (CIK 0001517413)",FSLY,FSLY,ticker,903,True,True,2019-08-06,TRAIN,report_only
0001140361-19-014399,2019-08-07,,798354,FISERV INC  (FI)  (CIK 0000798354),FI,FISV,cik,905,True,True,2019-08-08,TRAIN,report_only
0001654954-19-008983,2019-08-07,,742278,RPC INC  (RES)  (CIK 0000742278),RES,RES,ticker,905,True,True,2019-08-08,TRAIN,report_only
0001213900-19-014817,2019-08-07,,1709682,"NESCO HOLDINGS, INC.  (CTOS, CTOSW)  (CIK 0001709682)",,CTOS,cik,905,True,True,2019-08-08,TRAIN,report_only
0001193125-19-214782,2019-08-07,,1004980,"PG&E Corp  (PCG, PCG-PA, PCG-PB, PCG-PC, PCG-PD, PCG-PE, PCG-PG, PCG-PH, PCG-PI)  (CIK 0001004980)",,PCG,cik,905,True,True,2019-08-08,TRAIN,report_only
0001144204-19-038899,2019-08-09,,81362,QUAKER CHEMICAL CORP  (KWR)  (CIK 0000081362),KWR,KWR,ticker,907,True,True,2019-08-12,TRAIN,report_only
0000919574-19-005476,2019-08-16,,1533924,Amplify Energy Corp.  (AMPY)  (CIK 0001533924),AMPY,AMPY,ticker,912,True,True,2019-08-19,TRAIN,report_only
0001193125-19-223490,2019-08-16,,1584509,Aramark  (ARMK)  (CIK 0001584509),ARMK,ARMK,ticker,912,True,True,2019-08-19,TRAIN,report_only
0000950157-19-000901,2019-08-19,,1423902,"Western Midstream Partners, LP  (WES)  (CIK 0001423902)",WES,WES,ticker,913,True,True,2019-08-20,TRAIN,report_only
0001213900-19-016457,2019-08-21,,1615903,Intercorp Financial Services Inc.  (IFS)  (CIK 0001615903),IFS,IFS,ticker,915,True,True,2019-08-22,TRAIN,report_only
0000898822-19-000061,2019-08-29,,1574085,"Braemar Hotels & Resorts Inc.  (BHR, BHR-PB, BHR-PD)  (CIK 0001574085)",,BHR,cik,921,True,True,2019-08-30,TRAIN,report_only
0000902664-19-003594,2019-08-30,,1304492,Anterix Inc.  (ATEX)  (CIK 0001304492),ATEX,ATEX,ticker,922,True,True,2019-09-03,TRAIN,report_only
0000902664-19-003598,2019-08-30,,1546417,"Bloomin' Brands, Inc.  (BLMN)  (CIK 0001546417)",BLMN,BLMN,ticker,922,True,True,2019-09-03,TRAIN,report_only
0000921895-19-002363,2019-09-03,,1372612,BOX INC  (BOX)  (CIK 0001372612),BOX,BOX,ticker,923,True,True,2019-09-04,TRAIN,report_only
0001193125-19-242978,2019-09-11,,1124198,FLUOR CORP  (FLR)  (CIK 0001124198),FLR,FLR,ticker,929,True,True,2019-09-12,TRAIN,report_only
0001418812-19-000061,2019-09-12,,1065696,LKQ CORP  (LKQ)  (CIK 0001065696),LKQ,LKQ,ticker,930,True,True,2019-09-13,TRAIN,report_only
0001104659-19-050814,2019-09-20,,1520697,"Acadia Healthcare Company, Inc.  (ACHC)  (CIK 0001520697)",ACHC,ACHC,ticker,936,True,True,2019-09-23,TRAIN,report_only
0001193125-19-256910,2019-09-27,,1693256,"Select Energy Services, Inc.  (WTTR)  (CIK 0001693256)",WTTR,WTTR,ticker,941,True,True,2019-09-30,TRAIN,report_only
0000905148-19-000876,2019-09-27,,1332349,"Brookdale Senior Living Inc.  (BKD, BKDT)  (CIK 0001332349)",,BKD,cik,941,True,True,2019-09-30,TRAIN,report_only
0001104659-19-051934,2019-09-30,,944148,"CBIZ, Inc.  (CBZ)  (CIK 0000944148)",CBZ,CBZ,ticker,942,True,True,2019-10-01,TRAIN,report_only
0001193125-19-265936,2019-10-10,,1770787,"10x Genomics, Inc.  (TXG)  (CIK 0001770787)",TXG,TXG,ticker,950,True,True,2019-10-11,TRAIN,report_only
0001140361-19-018309,2019-10-10,,1639825,"PELOTON INTERACTIVE, INC.  (PTON)  (CIK 0001639825)",PTON,PTON,ticker,950,True,True,2019-10-11,TRAIN,report_only
0000921895-19-002546,2019-10-15,,1326380,GameStop Corp.  (GME)  (CIK 0001326380),GME,GME,ticker,953,True,True,2019-10-16,TRAIN,report_only
0001104659-19-054703,2019-10-17,,1781983,"Aprea Therapeutics, Inc.  (APRE)  (CIK 0001781983)",APRE,APRE,ticker,955,True,True,2019-10-18,TRAIN,report_only
0001140361-19-019212,2019-10-28,,98222,"TIDEWATER INC  (TDW, TDDWW, TDGMW, TDW-WT)  (CIK 0000098222)",,TDW,cik,962,True,True,2019-10-29,TRAIN,report_only
0001193125-19-279044,2019-10-30,,893538,SM Energy Co  (SM)  (CIK 0000893538),SM,SM,ticker,964,True,True,2019-10-31,TRAIN,report_only
0000905718-19-000884,2019-10-31,,812074,OWENS ILLINOIS INC /DE/  (OI)  (CIK 0000812074),OI,OI,ticker,965,True,True,2019-11-01,TRAIN,report_only
0001193125-19-283424,2019-11-04,,1706946,"Virgin Galactic Holdings, Inc  (SPCE)  (CIK 0001706946)",SPCE,SPCE,ticker,967,True,True,2019-11-05,TRAIN,report_only
0001395064-19-000040,2019-11-06,,1783183,"Phathom Pharmaceuticals, Inc.  (PHAT)  (CIK 0001783183)",PHAT,PHAT,ticker,969,True,True,2019-11-07,TRAIN,report_only
0001072613-19-000288,2019-11-08,,1706431,"Vir Biotechnology, Inc.  (VIR)  (CIK 0001706431)",VIR,VIR,ticker,971,True,True,2019-11-11,TRAIN,report_only
0001104659-19-061822,2019-11-12,,1759138,"Cabaletta Bio, Inc.  (CABA)  (CIK 0001759138)",CABA,CABA,ticker,973,True,True,2019-11-13,TRAIN,report_only
0001193125-19-291151,2019-11-13,,1050797,COLUMBIA SPORTSWEAR CO  (COLM)  (CIK 0001050797),COLM,COLM,ticker,974,True,True,2019-11-14,TRAIN,report_only
0001193805-19-001450,2019-11-18,,910329,MEDIFAST INC  (MED)  (CIK 0000910329),MED,MED,ticker,977,True,True,2019-11-19,TRAIN,report_only
0001193125-19-294655,2019-11-18,,1725255,AdaptHealth Corp.  (AHCO)  (CIK 0001725255),AHCO,AHCO,ticker,977,True,True,2019-11-19,TRAIN,report_only
0000947871-19-000861,2019-11-25,,1561921,"TELA Bio, Inc.  (TELA)  (CIK 0001561921)",TELA,TELA,ticker,982,True,True,2019-11-26,TRAIN,report_only
0001104659-19-067100,2019-11-25,,1737953,"Replimune Group, Inc.  (REPL)  (CIK 0001737953)",REPL,REPL,ticker,982,True,True,2019-11-26,TRAIN,report_only
0001193125-19-304453,2019-12-02,,1698991,"Accel Entertainment, Inc.  (ACEL)  (CIK 0001698991)",ACEL,ACEL,ticker,986,True,True,2019-12-03,TRAIN,report_only
0001193125-19-304287,2019-12-02,,1089063,"DICK'S SPORTING GOODS, INC.  (DKS)  (CIK 0001089063)",DKS,DKS,ticker,986,True,True,2019-12-03,TRAIN,report_only
0001193805-19-001933,2019-12-13,,1740332,"RESIDEO TECHNOLOGIES, INC.  (REZI)  (CIK 0001740332)",REZI,REZI,ticker,995,True,True,2019-12-16,TRAIN,report_only
0001193125-19-316308,2019-12-17,,1789832,Hess Midstream LP  (HESM)  (CIK 0001789832),HESM,HESM,ticker,997,True,True,2019-12-18,TRAIN,report_only
0001493152-19-019389,2019-12-18,,1645460,"Cue Biopharma, Inc.  (CUE)  (CIK 0001645460)",CUE,CUE,ticker,998,True,True,2019-12-19,TRAIN,report_only
